rep,covers,group
K15a1851,"[1, 2, 5, 5, 20, 9]","['K15a1851', 'K15a2670', 'K15a2677']"
K15a3200,"[1, 1, 1, 3, 7, 4]","['K15a3200', 'K15a3372']"
K15a62903,"[1, 1, 1, 4, 8, 8]","['K15a62903', 'K15a62913']"
K15n12589,"[1, 1, 1, 2, 2, 5]","['K15n12589', 'K15n13235']"
K15n5696,"[1, 1, 1, 4, 6, 13]","['K15n5696', 'K15n6085']"
K15n19044,"[1, 1, 2, 2, 14, 9]","['K15n19044', 'K15n19291']"
K15n123161,"[1, 1, 1, 1, 5, 10]","['K15n123161', 'K15n123176']"
K15n22162,"[1, 1, 1, 4, 2, 5]","['K15n22162', 'K15n22646']"
K15n17921,"[1, 1, 1, 3, 5, 4]","['K15n17921', 'K15n19359']"
K15n10755,"[1, 1, 1, 4, 6, 9]","['K15n10755', 'K15n6782']"
K15a21795,"[1, 2, 25, 15, 123, 112]","['K15a21795', 'K15a23460']"
K15a55222,"[1, 2, 5, 7, 20, 13]","['K15a55222', 'K15a55413']"
K15n34919,"[1, 1, 1, 2, 4, 4]","['K15n34919', 'K15n35052']"
K15n21555,"[1, 1, 1, 1, 1, 8]","['K15n21555', 'K15n21701']"
K15a62031,"[1, 2, 9, 5, 24, 22]","['K15a62031', 'K15a64030']"
K15a58930,"[1, 1, 1, 1, 1, 9]","['K15a58930', 'K15a58974']"
K15n115739,"[1, 1, 1, 3, 3, 6]","['K15n115739', 'K15n116878']"
K15a16582,"[1, 2, 9, 9, 139, 177]","['K15a16582', 'K15a19779']"
K15n15279,"[1, 2, 4, 4, 10, 5]","['K15n15279', 'K15n16959']"
K15n5718,"[1, 2, 5, 3, 23, 9]","['K15n5718', 'K15n6041']"
K15n54005,"[1, 2, 5, 38, 122, 223]","['K15n54005', 'K15n54010']"
K15a11904,"[1, 1, 1, 4, 12, 15]","['K15a11904', 'K15a4825']"
K15n123103,"[1, 1, 1, 3, 8, 15]","['K15n123103', 'K15n123114']"
K15n1976,"[1, 1, 1, 1, 3, 8]","['K15n1976', 'K15n2640']"
K14n11833,"[1, 2, 5, 5, 18, 10]","['K14n11833', 'K14n13489']"
K15a270,"[1, 1, 1, 2, 4, 10]","['K15a270', 'K15a280']"
K15n11036,"[1, 2, 5, 3, 17, 15]","['K15n11036', 'K15n11056']"
K15n26200,"[1, 2, 5, 1, 15, 10]","['K15n26200', 'K15n30755']"
K15n102297,"[1, 1, 1, 4, 4, 5]","['K15n102297', 'K15n110383']"
K15a2671,"[1, 1, 1, 2, 4, 11]","['K15a2671', 'K15a2678']"
K15n20645,"[1, 2, 5, 3, 29, 22]","['K15n20645', 'K15n3446']"
K14a11556,"[1, 1, 1, 1, 3, 4]","['K14a11556', 'K14a11678']"
K15n10642,"[1, 1, 1, 3, 9, 5]","['K15n10642', 'K15n6773']"
K14a13371,"[1, 1, 2, 4, 7, 9]","['K14a13371', 'K14a13385']"
K15n14678,"[1, 2, 5, 2, 16, 15]","['K15n14678', 'K15n18407']"
K15n26722,"[1, 5, 18, 8, 74, 55]","['K15n26722', 'K15n27778']"
K15n17152,"[1, 1, 1, 1, 3, 11]","['K15n17152', 'K15n21073']"
K15n16513,"[1, 2, 5, 3, 17, 11]","['K15n16513', 'K15n20616']"
K15n11599,"[1, 2, 5, 2, 12, 10]","['K15n11599', 'K15n11608']"
K15n60495,"[1, 2, 5, 4, 15, 6]","['K15n60495', 'K15n71934']"
K15a2758,"[1, 2, 5, 2, 12, 20]","['K15a2758', 'K15a2765']"
K15a60334,"[1, 1, 1, 2, 5, 9]","['K15a60334', 'K15a61218']"
K15n22410,"[1, 1, 2, 2, 16, 8]","['K15n22410', 'K15n22859']"
K15n118926,"[1, 1, 1, 5, 7, 9]","['K15n118926', 'K15n123890']"
K15n53279,"[1, 1, 2, 1, 7, 20]","['K15n53279', 'K15n53545']"
K15n30616,"[1, 1, 1, 7, 9, 5]","['K15n30616', 'K15n30686']"
K15a38211,"[1, 1, 1, 9, 23, 15]","['K15a38211', 'K15a53669']"
K15n122730,"[1, 1, 2, 2, 6, 11]","['K15n122730', 'K15n122741', 'K15n123113']"
K15n62667,"[1, 2, 5, 29, 91, 143]","['K15n62667', 'K15n62672']"
K15a805,"[1, 1, 2, 3, 5, 2]","['K15a805', 'K15a839']"
K15n31878,"[1, 1, 2, 3, 9, 6]","['K15n31878', 'K15n31925']"
K15n120433,"[1, 1, 2, 3, 7, 8]","['K15n120433', 'K15n120540']"
K15n76266,"[1, 1, 1, 5, 3, 7]","['K15n76266', 'K15n76334']"
K15n26111,"[1, 1, 1, 1, 5, 8]","['K15n26111', 'K15n26820']"
K15n16697,"[1, 1, 1, 2, 6, 6]","['K15n16697', 'K15n17021']"
K15n18664,"[1, 2, 4, 2, 10, 8]","['K15n18664', 'K15n20796']"
K15a7850,"[1, 1, 1, 2, 6, 7]","['K15a7850', 'K15a7900']"
K15n8771,"[1, 1, 1, 6, 18, 22]","['K15n8771', 'K15n8852']"
K15n15097,"[1, 1, 1, 5, 9, 6]","['K15n15097', 'K15n19578']"
K15a3087,"[1, 2, 5, 1, 15, 4]","['K15a3087', 'K15a3267']"
K15a22557,"[1, 2, 5, 6, 13, 9]","['K15a22557', 'K15a48144']"
K15n7095,"[1, 5, 18, 8, 61, 51]","['K15n7095', 'K15n7096']"
K15a3081,"[1, 2, 5, 3, 15, 5]","['K15a3081', 'K15a3400']"
K15n15211,"[1, 1, 1, 1, 3, 4]","['K15n15211', 'K15n20156']"
K15a57701,"[1, 1, 1, 3, 4, 5]","['K15a57701', 'K15a59009']"
K15n24642,"[1, 1, 2, 4, 18, 13]","['K15n24642', 'K15n24922']"
K15n120607,"[1, 2, 5, 11, 28, 13]","['K15n120607', 'K15n123093']"
K15a43174,"[1, 2, 1, 3, 5, 17]","['K15a43174', 'K15a49952']"
K15n99715,"[1, 1, 1, 8, 17, 13]","['K15n99715', 'K15n99716']"
K15a25220,"[1, 1, 1, 1, 1, 14]","['K15a25220', 'K15a25950']"
K15n27383,"[1, 1, 1, 2, 4, 3]","['K15n27383', 'K15n27598']"
K15n2193,"[1, 1, 1, 1, 3, 11]","['K15n2193', 'K15n2787']"
K15a2648,"[1, 1, 1, 3, 5, 14]","['K15a2648', 'K15a2694']"
K15n32877,"[1, 1, 2, 4, 8, 5]","['K15n32877', 'K15n33014']"
K15a75130,"[1, 1, 2, 4, 8, 6]","['K15a75130', 'K15a75144']"
K15a58416,"[1, 2, 9, 8, 38, 54]","['K15a58416', 'K15a59194']"
K15a2523,"[1, 1, 1, 1, 1, 7]","['K15a2523', 'K15a2575']"
K15n4033,"[1, 2, 1, 2, 8, 6]","['K15n4033', 'K15n4166']"
K14n13,"[1, 1, 2, 3, 7, 7]","['K14n13', 'K14n77']"
K15a1550,"[1, 2, 2, 2, 8, 11]","['K15a1550', 'K15a1587']"
K15n25700,"[1, 2, 5, 2, 12, 8]","['K15n25700', 'K15n28595']"
K14a1995,"[1, 2, 5, 7, 25, 20]","['K14a1995', 'K14a2007']"
K13n1021,"[1, 1, 1, 6, 8, 5]","['K13n1021', 'K15n101402']"
K15n7964,"[1, 1, 1, 8, 17, 9]","['K15n7964', 'K15n9178']"
K15n28050,"[1, 1, 2, 4, 6, 6]","['K15n28050', 'K15n28214']"
K15n7470,"[1, 2, 5, 6, 24, 21]","['K15n7470', 'K15n7698']"
K15n11036,"[1, 2, 5, 3, 17, 15]","['K15n11036', 'K15n11056']"
K15n10444,"[1, 1, 1, 9, 23, 12]","['K15n10444', 'K15n10744']"
K15a62267,"[1, 1, 1, 2, 8, 9]","['K15a62267', 'K15a64276']"
K15a28890,"[1, 5, 15, 33, 135, 623]","['K15a28890', 'K15a53703']"
K15n15117,"[1, 1, 1, 3, 2, 6]","['K15n15117', 'K15n19556']"
K15n25093,"[1, 1, 2, 2, 6, 9]","['K15n25093', 'K15n26342', 'K15n32643']"
K15a77948,"[1, 1, 1, 3, 7, 7]","['K15a77948', 'K15a77954']"
K15n23885,"[1, 1, 2, 4, 6, 5]","['K15n23885', 'K15n25520']"
K15n24803,"[1, 1, 1, 1, 5, 7]","['K15n24803', 'K15n27513']"
K15n10784,"[1, 2, 9, 5, 25, 15]","['K15n10784', 'K15n10805', 'K15n6915']"
K15n50578,"[1, 1, 2, 3, 11, 2]","['K15n50578', 'K15n96347']"
K15n35014,"[1, 1, 2, 1, 3, 13]","['K15n35014', 'K15n35064']"
K15n106959,"[1, 2, 5, 1, 11, 7]","['K15n106959', 'K15n109386']"
K15n71147,"[1, 2, 5, 1, 11, 6]","['K15n71147', 'K15n71833']"
K15n24864,"[1, 2, 4, 3, 17, 2]","['K15n24864', 'K15n27678']"
K15a30537,"[1, 1, 1, 2, 2, 6]","['K15a30537', 'K15a30608']"
K15n11217,"[1, 1, 2, 3, 13, 17]","['K15n11217', 'K15n21851', 'K15n21857']"
K15n11259,"[1, 1, 2, 3, 13, 15]","['K15n11259', 'K15n21892']"
K15a72179,"[1, 1, 1, 4, 6, 11]","['K15a72179', 'K15a76300']"
K15n62684,"[1, 2, 5, 4, 56, 99]","['K15n62684', 'K15n62686']"
K14n1095,"[1, 1, 2, 3, 11, 20]","['K14n1095', 'K14n1194']"
K15n45813,"[1, 5, 12, 4, 44, 43]","['K15n45813', 'K15n65809']"
K15n44960,"[1, 1, 1, 7, 18, 10]","['K15n44960', 'K15n49575']"
K15a2026,"[1, 1, 1, 1, 1, 9]","['K15a2026', 'K15a2545']"
K15n25106,"[1, 1, 1, 3, 8, 3]","['K15n25106', 'K15n28516']"
K15a54098,"[1, 1, 1, 1, 1, 9]","['K15a54098', 'K15a54102']"
K15a1885,"[1, 2, 1, 4, 7, 6]","['K15a1885', 'K15a1900']"
K14a2536,"[1, 1, 2, 1, 11, 15]","['K14a2536', 'K14a9697']"
K15a821,"[1, 1, 2, 5, 9, 15]","['K15a821', 'K15a924']"
K15n27757,"[1, 2, 5, 1, 17, 4]","['K15n27757', 'K15n27764']"
K15n4067,"[1, 2, 1, 1, 3, 3]","['K15n4067', 'K15n4239']"
K15a16420,"[1, 1, 1, 4, 6, 8]","['K15a16420', 'K15a16546']"
K15n123705,"[1, 1, 2, 7, 17, 11]","['K15n123705', 'K15n123780']"
K15n49427,"[1, 1, 1, 3, 1, 3]","['K15n49427', 'K15n67465']"
K15a72272,"[1, 2, 1, 7, 12, 17]","['K15a72272', 'K15a75630']"
K15n15313,"[1, 1, 1, 3, 5, 4]","['K15n15313', 'K15n16718']"
K15n117873,"[1, 1, 2, 5, 18, 20]","['K15n117873', 'K15n117966', 'K15n118876']"
K15a16198,"[1, 1, 1, 2, 4, 8]","['K15a16198', 'K15a19449']"
K15a16212,"[1, 1, 1, 3, 5, 9]","['K15a16212', 'K15a19457']"
K14a29,"[1, 2, 4, 2, 12, 8]","['K14a29', 'K14a94']"
K15n99323,"[1, 1, 1, 4, 6, 5]","['K15n99323', 'K15n99713']"
K15n19624,"[1, 1, 1, 4, 10, 5]","['K15n19624', 'K15n19651']"
K14n20140,"[1, 5, 10, 4, 36, 31]","['K14n20140', 'K14n20254']"
K15n4753,"[1, 2, 2, 6, 14, 12]","['K15n4753', 'K15n4777']"
K15n8763,"[1, 1, 1, 7, 7, 2]","['K15n8763', 'K15n8844']"
K15a21701,"[1, 1, 1, 4, 8, 5]","['K15a21701', 'K15a23375']"
K15n11124,"[1, 1, 1, 3, 6, 4]","['K15n11124', 'K15n8270']"
K15n30800,"[1, 1, 1, 5, 7, 8]","['K15n30800', 'K15n31080']"
K15n8335,"[1, 1, 2, 5, 10, 12]","['K15n8335', 'K15n9004']"
K15n4169,"[1, 1, 1, 2, 4, 3]","['K15n4169', 'K15n4404']"
K15n8539,"[1, 2, 5, 6, 24, 8]","['K15n8539', 'K15n8570']"
K14a9677,"[1, 2, 5, 5, 19, 18]","['K14a9677', 'K14a9679']"
K15a61336,"[1, 1, 2, 1, 3, 26]","['K15a61336', 'K15a63530']"
K14n24686,"[1, 2, 5, 7, 22, 13]","['K14n24686', 'K14n24700']"
K15n7077,"[1, 1, 1, 3, 7, 9]","['K15n7077', 'K15n9551']"
K15n30421,"[1, 2, 5, 1, 13, 8]","['K15n30421', 'K15n30673']"
K15n113112,"[1, 1, 1, 6, 7, 18]","['K15n113112', 'K15n115620']"
K15n87774,"[1, 1, 2, 4, 8, 8]","['K15n87774', 'K15n89993']"
K15a57802,"[1, 1, 1, 2, 9, 6]","['K15a57802', 'K15a58661']"
K15n27447,"[1, 1, 1, 3, 15, 21]","['K15n27447', 'K15n8857']"
K15n120470,"[1, 2, 5, 1, 11, 5]","['K15n120470', 'K15n123987']"
K15n25237,"[1, 2, 5, 2, 16, 7]","['K15n25237', 'K15n25955']"
K15n118008,"[1, 1, 1, 4, 10, 7]","['K15n118008', 'K15n118505']"
K15a55247,"[1, 1, 1, 5, 11, 10]","['K15a55247', 'K15a55420', 'K15a55460']"
K14n1857,"[1, 1, 2, 3, 9, 5]","['K14n1857', 'K14n2203']"
K15a5298,"[1, 2, 1, 1, 5, 6]","['K15a5298', 'K15a5429']"
K15n14332,"[1, 1, 1, 3, 5, 6]","['K15n14332', 'K15n17744']"
K15n12735,"[1, 2, 5, 3, 14, 10]","['K15n12735', 'K15n13250']"
K15n24602,"[1, 1, 2, 3, 7, 6]","['K15n24602', 'K15n26541']"
K15a6913,"[1, 1, 1, 3, 1, 9]","['K15a6913', 'K15a6957']"
K15n10818,"[1, 1, 1, 1, 1, 9]","['K15n10818', 'K15n7511']"
K15a29744,"[1, 2, 5, 5, 17, 25]","['K15a29744', 'K15a54093']"
K15a2938,"[1, 1, 2, 1, 9, 10]","['K15a2938', 'K15a3044']"
K15n5525,"[1, 2, 5, 3, 29, 16]","['K15n5525', 'K15n5990']"
K15n7738,"[1, 2, 4, 6, 14, 6]","['K15n7738', 'K15n7858']"
K15n120437,"[1, 1, 1, 2, 6, 5]","['K15n120437', 'K15n120544']"
K15n5268,"[1, 1, 1, 3, 3, 8]","['K15n5268', 'K15n6214']"
K13a927,"[1, 1, 2, 1, 3, 6]","['K13a927', 'K13a941']"
K15a2859,"[1, 1, 1, 1, 3, 9]","['K15a2859', 'K15a3015']"
K15n8578,"[1, 1, 2, 6, 21, 8]","['K15n8578', 'K15n8739']"
K15n10976,"[1, 1, 1, 5, 7, 9]","['K15n10976', 'K15n11021']"
K15a55695,"[1, 1, 2, 1, 9, 5]","['K15a55695', 'K15a55726']"
K15a8583,"[1, 1, 1, 3, 2, 3]","['K15a8583', 'K15a8593']"
K15a3510,"[1, 1, 1, 2, 4, 13]","['K15a3510', 'K15a3569']"
K15n10367,"[1, 1, 1, 6, 4, 3]","['K15n10367', 'K15n9454']"
K15n119500,"[1, 5, 18, 13, 87, 47]","['K15n119500', 'K15n120269']"
K15n27361,"[1, 2, 1, 8, 14, 11]","['K15n27361', 'K15n28669']"
K15a1403,"[1, 1, 2, 3, 9, 5]","['K15a1403', 'K15a1716']"
K15n19624,"[1, 1, 1, 4, 10, 5]","['K15n19624', 'K15n19651']"
K15n68333,"[1, 1, 1, 2, 8, 6]","['K15n68333', 'K15n93418']"
K15n33492,"[1, 5, 10, 4, 72, 9]","['K15n33492', 'K15n33824']"
K15n23450,"[1, 1, 1, 1, 1, 5]","['K15n23450', 'K15n23556']"
K15a27729,"[1, 2, 2, 10, 16, 32]","['K15a27729', 'K15a27866']"
K15n10968,"[1, 2, 5, 10, 38, 30]","['K15n10968', 'K15n6669']"
K15n120539,"[1, 1, 1, 7, 9, 12]","['K15n120539', 'K15n123978']"
K15n57439,"[1, 1, 2, 5, 10, 5]","['K15n57439', 'K15n57603']"
K14a11757,"[1, 1, 2, 3, 7, 5]","['K14a11757', 'K14a5920']"
K15n83110,"[1, 2, 4, 4, 14, 4]","['K15n83110', 'K15n88352']"
K15n1317,"[1, 2, 4, 3, 13, 6]","['K15n1317', 'K15n781']"
K15n26116,"[1, 1, 2, 4, 8, 9]","['K15n26116', 'K15n26814']"
K15n39898,"[1, 1, 2, 4, 12, 12]","['K15n39898', 'K15n39907']"
K14a12974,"[1, 1, 1, 3, 1, 4]","['K14a12974', 'K14a13014']"
K15n4400,"[1, 1, 1, 1, 1, 11]","['K15n4400', 'K15n4592']"
K15a12485,"[1, 2, 5, 3, 13, 6]","['K15a12485', 'K15a12496']"
K13a140,"[1, 1, 2, 1, 5, 1]","['K13a140', 'K13a189']"
K15n5655,"[1, 1, 2, 2, 6, 10]","['K15n5655', 'K15n6055']"
K15n28108,"[1, 1, 2, 3, 9, 8]","['K15n28108', 'K15n4289', 'K15n4565']"
K15n31400,"[1, 1, 1, 3, 3, 14]","['K15n31400', 'K15n31676']"
K15n11599,"[1, 2, 5, 2, 12, 10]","['K15n11599', 'K15n11608']"
K14n12091,"[1, 1, 2, 1, 3, 21]","['K14n12091', 'K14n12095']"
K15a29161,"[1, 1, 1, 4, 5, 11]","['K15a29161', 'K15a53538']"
K15n7498,"[1, 1, 1, 1, 1, 4]","['K15n7498', 'K15n7602', 'K15n9897']"
K15n106757,"[1, 1, 1, 6, 18, 12]","['K15n106757', 'K15n37222']"
K15a48333,"[1, 1, 2, 1, 3, 6]","['K15a48333', 'K15a48346']"
K14n20199,"[1, 1, 2, 8, 16, 11]","['K14n20199', 'K14n20205']"
K15a55652,"[1, 1, 1, 1, 1, 10]","['K15a55652', 'K15a55773']"
K15a36382,"[1, 1, 1, 2, 8, 8]","['K15a36382', 'K15a53708']"
K15n29630,"[1, 1, 1, 5, 17, 17]","['K15n29630', 'K15n29660']"
K15n10612,"[1, 1, 1, 2, 1, 6]","['K15n10612', 'K15n6361']"
K15n2545,"[1, 1, 1, 3, 3, 8]","['K15n2545', 'K15n2830']"
K15n11036,"[1, 2, 5, 3, 17, 15]","['K15n11036', 'K15n11056']"
K15a2811,"[1, 1, 2, 4, 9, 4]","['K15a2811', 'K15a5550']"
K14a2088,"[1, 1, 1, 1, 3, 5]","['K14a2088', 'K14a2112']"
K15n29413,"[1, 2, 2, 5, 15, 21]","['K15n29413', 'K15n33228']"
K14a13421,"[1, 1, 1, 2, 10, 5]","['K14a13421', 'K14a13441']"
K15n120552,"[1, 2, 5, 4, 23, 18]","['K15n120552', 'K15n120586']"
K15a3773,"[1, 1, 1, 3, 6, 4]","['K15a3773', 'K15a4816']"
K15a161,"[1, 1, 1, 2, 2, 4]","['K15a161', 'K15a228']"
K14n20567,"[1, 1, 1, 1, 1, 5]","['K14n20567', 'K14n20925']"
K15n12015,"[1, 1, 2, 3, 9, 6]","['K15n12015', 'K15n12947']"
K15a55546,"[1, 2, 4, 3, 19, 5]","['K15a55546', 'K15a55587']"
K15n1513,"[1, 1, 1, 4, 2, 5]","['K15n1513', 'K15n1705']"
K15n119009,"[1, 2, 5, 1, 15, 9]","['K15n119009', 'K15n119030']"
K15n8026,"[1, 1, 1, 5, 3, 10]","['K15n8026', 'K15n8104']"
K15a6420,"[1, 1, 1, 1, 3, 9]","['K15a6420', 'K15a7360']"
K15n55540,"[1, 14, 52, 19, 212, 548]","['K15n55540', 'K15n55544']"
K15a43485,"[1, 1, 1, 2, 10, 5]","['K15a43485', 'K15a51141']"
K15a3134,"[1, 1, 1, 3, 9, 5]","['K15a3134', 'K15a3346']"
K15a2692,"[1, 1, 2, 3, 9, 4]","['K15a2692', 'K15a2698']"
K15a64671,"[1, 1, 1, 2, 4, 7]","['K15a64671', 'K15a70539']"
K15n115251,"[1, 1, 1, 10, 39, 21]","['K15n115251', 'K15n28184']"
K15n4965,"[1, 1, 2, 2, 10, 7]","['K15n4965', 'K15n5087']"
K15n40268,"[1, 2, 5, 2, 12, 14]","['K15n40268', 'K15n41077']"
K15n40278,"[1, 2, 5, 2, 14, 14]","['K15n40278', 'K15n41087']"
K15n31042,"[1, 2, 5, 3, 19, 6]","['K15n31042', 'K15n31603']"
K15a16186,"[1, 2, 5, 3, 19, 12]","['K15a16186', 'K15a16192']"
K15n5335,"[1, 1, 2, 1, 5, 8]","['K15n5335', 'K15n5971']"
K15a2453,"[1, 2, 5, 2, 12, 9]","['K15a2453', 'K15a2616']"
K15a26353,"[1, 1, 1, 2, 2, 5]","['K15a26353', 'K15a26356']"
K14n1922,"[1, 1, 1, 2, 8, 3]","['K14n1922', 'K14n2062']"
K15a42964,"[1, 1, 1, 1, 3, 7]","['K15a42964', 'K15a49349']"
K15n22114,"[1, 2, 5, 8, 28, 21]","['K15n22114', 'K15n23241']"
K15a2035,"[1, 1, 1, 6, 8, 30]","['K15a2035', 'K15a2084']"
K15n118820,"[1, 1, 1, 8, 20, 11]","['K15n118820', 'K15n118874']"
K15n101946,"[1, 1, 1, 3, 7, 8]","['K15n101946', 'K15n101983']"
K15n158159,"[1, 1, 1, 4, 10, 9]","['K15n158159', 'K15n161815']"
K15n43636,"[1, 2, 2, 5, 17, 8]","['K15n43636', 'K15n43828']"
K15n3109,"[1, 1, 1, 1, 1, 7]","['K15n3109', 'K15n3151']"
K15n4745,"[1, 1, 2, 5, 7, 14]","['K15n4745', 'K15n4779']"
K15n15129,"[1, 1, 2, 3, 6, 3]","['K15n15129', 'K15n18696']"
K15n16651,"[1, 1, 1, 1, 1, 4]","['K15n16651', 'K15n17846']"
K15n11048,"[1, 1, 2, 2, 6, 10]","['K15n11048', 'K15n6512']"
K15n11102,"[1, 1, 2, 2, 6, 11]","['K15n11102', 'K15n6858']"
K15n10038,"[1, 2, 4, 4, 16, 11]","['K15n10038', 'K15n7851']"
K15n4797,"[1, 1, 2, 2, 4, 6]","['K15n4797', 'K15n5122']"
K15a14767,"[1, 2, 5, 3, 17, 17]","['K15a14767', 'K15a48242']"
K15n19238,"[1, 1, 2, 8, 18, 9]","['K15n19238', 'K15n20718']"
K15a2085,"[1, 1, 2, 4, 12, 21]","['K15a2085', 'K15a4935']"
K15a55273,"[1, 1, 1, 3, 5, 10]","['K15a55273', 'K15a55456']"
K15n6148,"[1, 1, 1, 1, 3, 5]","['K15n6148', 'K15n6260']"
K15n104681,"[1, 1, 1, 2, 14, 13]","['K15n104681', 'K15n90537']"
K15n29657,"[1, 1, 1, 7, 15, 10]","['K15n29657', 'K15n8251']"
K14n20603,"[1, 1, 2, 2, 7, 6]","['K14n20603', 'K14n20648']"
K15n10963,"[1, 2, 5, 3, 15, 28]","['K15n10963', 'K15n6649']"
K15n8158,"[1, 1, 2, 3, 9, 10]","['K15n8158', 'K15n9190']"
K15a1872,"[1, 1, 2, 3, 13, 9]","['K15a1872', 'K15a2697']"
K15n87773,"[1, 1, 2, 3, 7, 4]","['K15n87773', 'K15n89992']"
K15a14219,"[1, 1, 2, 1, 3, 4]","['K15a14219', 'K15a15389']"
K15n14261,"[1, 1, 1, 2, 4, 4]","['K15n14261', 'K15n14267']"
K15a5337,"[1, 1, 2, 3, 9, 6]","['K15a5337', 'K15a5461']"
K15a29439,"[1, 1, 1, 4, 7, 11]","['K15a29439', 'K15a53742']"
K15n55373,"[1, 2, 1, 2, 16, 13]","['K15n55373', 'K15n55584']"
K15n7990,"[1, 1, 1, 3, 8, 9]","['K15n7990', 'K15n9827']"
K15n22313,"[1, 1, 1, 1, 7, 10]","['K15n22313', 'K15n23249']"
K15n54710,"[1, 2, 5, 2, 14, 12]","['K15n54710', 'K15n55295']"
K15n5832,"[1, 2, 4, 5, 13, 8]","['K15n5832', 'K15n5901']"
K14n176,"[1, 1, 2, 1, 3, 3]","['K14n176', 'K14n307']"
K15n15105,"[1, 1, 1, 2, 10, 6]","['K15n15105', 'K15n19584']"
K15n110082,"[1, 2, 9, 5, 33, 19]","['K15n110082', 'K15n89131']"
K15a60861,"[1, 2, 4, 11, 23, 15]","['K15a60861', 'K15a63445']"
K14n3802,"[1, 1, 1, 1, 3, 5]","['K14n3802', 'K14n3970']"
K15n4224,"[1, 2, 2, 2, 20, 18]","['K15n4224', 'K15n4273']"
K15n10718,"[1, 2, 4, 6, 16, 5]","['K15n10718', 'K15n10813']"
K15n14951,"[1, 1, 1, 2, 4, 4]","['K15n14951', 'K15n16890']"
K15n61905,"[1, 1, 2, 4, 14, 17]","['K15n61905', 'K15n61942']"
K15a22589,"[1, 1, 2, 2, 6, 5]","['K15a22589', 'K15a951']"
K15n10559,"[1, 2, 5, 3, 13, 11]","['K15n10559', 'K15n6687']"
K15n41076,"[1, 2, 5, 5, 20, 19]","['K15n41076', 'K15n41086']"
K15n23132,"[1, 1, 1, 1, 1, 2]","['K15n23132', 'K15n23512']"
K15n137972,"[1, 2, 1, 3, 3, 6]","['K15n137972', 'K15n137974']"
K15n33456,"[1, 1, 1, 3, 9, 10]","['K15n33456', 'K15n33527']"
K15a22705,"[1, 1, 2, 3, 9, 3]","['K15a22705', 'K15a48060']"
K15n11206,"[1, 2, 4, 1, 13, 7]","['K15n11206', 'K15n11263', 'K15n21695']"
K15n31212,"[1, 2, 5, 4, 20, 10]","['K15n31212', 'K15n31365']"
K14n7133,"[1, 2, 2, 1, 5, 9]","['K14n7133', 'K14n7136']"
K15n7117,"[1, 1, 1, 2, 2, 11]","['K15n7117', 'K15n9710']"
K15a72272,"[1, 2, 1, 7, 12, 17]","['K15a72272', 'K15a75630']"
K15n15085,"[1, 2, 1, 3, 5, 6]","['K15n15085', 'K15n16257']"
K15a59686,"[1, 1, 1, 4, 4, 7]","['K15a59686', 'K15a59721']"
K15n11120,"[1, 2, 5, 4, 17, 16]","['K15n11120', 'K15n8283']"
K15n123836,"[1, 1, 1, 3, 6, 11]","['K15n123836', 'K15n123895']"
K15n15235,"[1, 1, 1, 3, 2, 5]","['K15n15235', 'K15n20076']"
K15n13098,"[1, 2, 4, 3, 11, 12]","['K15n13098', 'K15n13377']"
K14a13099,"[1, 2, 5, 1, 11, 5]","['K14a13099', 'K14a13551']"
K15a17611,"[1, 1, 1, 1, 7, 3]","['K15a17611', 'K15a51842']"
K15n10819,"[1, 1, 1, 3, 7, 7]","['K15n10819', 'K15n7513']"
K15a61216,"[1, 1, 1, 4, 4, 6]","['K15a61216', 'K15a61239']"
K15n440,"[1, 1, 1, 1, 1, 7]","['K15n440', 'K15n991']"
K15n18114,"[1, 2, 4, 3, 19, 14]","['K15n18114', 'K15n19528']"
K15n118545,"[1, 1, 2, 3, 10, 7]","['K15n118545', 'K15n118565']"
K15n4208,"[1, 1, 2, 1, 5, 9]","['K15n4208', 'K15n4385']"
K15a2953,"[1, 2, 5, 4, 12, 7]","['K15a2953', 'K15a3054']"
K15n3081,"[1, 1, 2, 5, 11, 7]","['K15n3081', 'K15n3295']"
K15a16528,"[1, 1, 1, 2, 4, 7]","['K15a16528', 'K15a16534']"
K14a12820,"[1, 1, 1, 1, 1, 2]","['K14a12820', 'K14a12863']"
K15n31779,"[1, 1, 1, 3, 11, 4]","['K15n31779', 'K15n32114']"
K15a57786,"[1, 2, 4, 2, 14, 3]","['K15a57786', 'K15a59058']"
K15n118859,"[1, 1, 1, 5, 17, 8]","['K15n118859', 'K15n118873']"
K15n20822,"[1, 2, 5, 4, 30, 23]","['K15n20822', 'K15n3624']"
K15n122835,"[1, 1, 1, 12, 53, 26]","['K15n122835', 'K15n122886']"
K15n122183,"[1, 1, 2, 5, 22, 19]","['K15n122183', 'K15n122333']"
K15n130838,"[1, 1, 1, 1, 5, 11]","['K15n130838', 'K15n139527', 'K15n139537']"
K15n20037,"[1, 1, 1, 4, 20, 23]","['K15n20037', 'K15n29619']"
K15a59354,"[1, 1, 1, 4, 10, 5]","['K15a59354', 'K15a59381']"
K15n18472,"[1, 2, 1, 1, 5, 6]","['K15n18472', 'K15n20381']"
K15n103834,"[1, 1, 2, 2, 10, 3]","['K15n103834', 'K15n106462']"
K15n117966,"[1, 1, 2, 5, 18, 20]","['K15n117966', 'K15n118876']"
K15n16739,"[1, 1, 1, 6, 12, 14]","['K15n16739', 'K15n19064']"
